Year Month,State,Countym,Industry,Count
2017 July,California,"Sonoma County, CA",[Total],24
2017 July,California,"Tehama County, CA",Casino/Card Club - Tribal Authorized Casino,3
2017 July,California,"Tehama County, CA",[Total],3
2017 July,California,"Tulare County, CA",Casino/Card Club - Tribal Authorized Casino,16
2017 July,California,"Tulare County, CA",[Total],16
2017 July,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,4
2017 July,California,"Tuolumne County, CA",[Total],4
2017 July,California,"Ventura County, CA",Casino/Card Club - Card Club,11
2017 July,California,"Ventura County, CA",[Total],11
2017 July,California,"Yolo County, CA",Casino/Card Club - Tribal Authorized Casino,18
2017 July,California,"Yolo County, CA",[Total],18
2017 July,California,[Total],[Total],474
2017 July,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,28
2017 July,Colorado,"Gilpin County, CO",[Total],28
2017 July,Colorado,[Total],[Total],28
2017 July,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,833
2017 July,Nevada,"Clark County, NV",[Total],833
2017 July,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,13
2017 July,Nevada,"Douglas County, NV",Casino/Card Club - Tribal Authorized Casino,1
2017 July,Nevada,"Douglas County, NV",[Total],14
2017 July,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,7
2017 July,Nevada,"Elko County, NV",[Total],7
2017 July,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,22
2017 July,Nevada,"Washoe County, NV",[Total],22
2017 July,Nevada,[Total],[Total],876
2017 July,New Mexico,"Bernalillo County, NM",Casino/Card Club - Tribal Authorized Casino,17
2017 July,New Mexico,"Bernalillo County, NM",[Total],17
2017 July,New Mexico,"DoÃ±a Ana County, NM",Casino/Card Club - State Licensed Casino,3
2017 July,New Mexico,"DoÃ±a Ana County, NM",[Total],3
2017 July,New Mexico,"Lea County, NM",Casino/Card Club - State Licensed Casino,1
2017 July,New Mexico,"Lea County, NM",[Total],1
2017 July,New Mexico,"San Juan County, NM",Casino/Card Club - Tribal Authorized Casino,5
2017 July,New Mexico,"San Juan County, NM",[Total],5
2017 July,New Mexico,"Sandoval County, NM",Casino/Card Club - Tribal Authorized Casino,4
2017 July,New Mexico,"Sandoval County, NM",[Total],4
2017 July,New Mexico,"Santa Fe County, NM",Casino/Card Club - Tribal Authorized Casino,1
2017 July,New Mexico,"Santa Fe County, NM",[Total],1
2017 July,New Mexico,[Total],[Total],31
2017 July,[Total],[Total],[Total],"1,449"
2017 August,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,20
2017 August,Arizona,"Maricopa County, AZ",[Total],20
2017 August,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,18
2017 August,Arizona,"Pima County, AZ",[Total],18
2017 August,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,7
2017 August,Arizona,"Pinal County, AZ",[Total],7
2017 August,Arizona,[Total],[Total],45
2017 August,California,"Alameda County, CA",Casino/Card Club - Card Club,5
2017 August,California,"Alameda County, CA",[Total],5
2017 August,California,"Amador County, CA",Casino/Card Club - Tribal Authorized Casino,4
2017 August,California,"Amador County, CA",[Total],4
2017 August,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,6
2017 August,California,"Butte County, CA",[Total],6
2017 August,California,"Colusa County, CA",Casino/Card Club - Tribal Authorized Casino,1
2017 August,California,"Colusa County, CA",[Total],1
2017 August,California,"Contra Costa County, CA",Casino/Card Club - Card Club,4
2017 August,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,12
2017 August,California,"Contra Costa County, CA",[Total],16
2017 August,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,4
2017 August,California,"El Dorado County, CA",[Total],4
2017 August,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,5
2017 August,California,"Humboldt County, CA",[Total],5
2017 August,California,"Kern County, CA",Casino/Card Club - Card Club,2
2017 August,California,"Kern County, CA",[Total],2
2017 August,California,"Kings County, CA",Casino/Card Club - Tribal Authorized Casino,6
2017 August,California,"Kings County, CA",[Total],6
2017 August,California,"Los Angeles County, CA",Casino/Card Club - Card Club,101
2017 August,California,"Los Angeles County, CA",[Total],101
2017 August,California,"Madera County, CA",Casino/Card Club - Tribal Authorized Casino,11
2017 August,California,"Madera County, CA",[Total],11
2017 August,California,"Placer County, CA",Casino/Card Club - Tribal Authorized Casino,4
2017 August,California,"Placer County, CA",[Total],4
2017 August,California,"Riverside County, CA",Casino/Card Club - Tribal Authorized Casino,85
2017 August,California,"Riverside County, CA",[Total],85
2017 August,California,"Sacramento County, CA",Casino/Card Club - Card Club,2
2017 August,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,8
2017 August,California,"Sacramento County, CA",[Total],10
2017 August,California,"San Bernardino County, CA",Casino/Card Club - Tribal Authorized Casino,42
2017 August,California,"San Bernardino County, CA",[Total],42
2017 August,California,"San Diego County, CA",Casino/Card Club - Card Club,7
2017 August,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,17
2017 August,California,"San Diego County, CA",Casino/Card Club - Tribal Authorized Casino,21
2017 August,California,"San Diego County, CA",[Total],45
2017 August,California,"San Francisco County, CA",Casino/Card Club - Other Casino/Card Club,1
2017 August,California,"San Francisco County, CA",[Total],1
2017 August,California,"San Mateo County, CA",Casino/Card Club - Card Club,10
2017 August,California,"San Mateo County, CA",[Total],10
2017 August,California,"Santa Barbara County, CA",Casino/Card Club - Tribal Authorized Casino,1
2017 August,California,"Santa Barbara County, CA",[Total],1
2017 August,California,"Santa Clara County, CA",Casino/Card Club - Card Club,28
2017 August,California,"Santa Clara County, CA",[Total],28
2017 August,California,"Shasta County, CA",Casino/Card Club - Tribal Authorized Casino,7
2017 August,California,"Shasta County, CA",[Total],7
2017 August,California,"Sonoma County, CA",Casino/Card Club - Tribal Authorized Casino,15
2017 August,California,"Sonoma County, CA",[Total],15
2017 August,California,"Tehama County, CA",Casino/Card Club - Tribal Authorized Casino,1
2017 August,California,"Tehama County, CA",[Total],1
2017 August,California,"Tulare County, CA",Casino/Card Club - Tribal Authorized Casino,13
2017 August,California,"Tulare County, CA",[Total],13
2017 August,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,5
2017 August,California,"Tuolumne County, CA",[Total],5
2017 August,California,"Ventura County, CA",Casino/Card Club - Card Club,5
2017 August,California,"Ventura County, CA",[Total],5
2017 August,California,"Yolo County, CA",Casino/Card Club - Tribal Authorized Casino,8
2017 August,California,"Yolo County, CA",[Total],8
2017 August,California,[Total],[Total],441
2017 August,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,15
2017 August,Colorado,"Gilpin County, CO",[Total],15
2017 August,Colorado,[Total],[Total],15
2017 August,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,912
2017 August,Nevada,"Clark County, NV",[Total],912
2017 August,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,31
2017 August,Nevada,"Douglas County, NV",Casino/Card Club - Tribal Authorized Casino,1
2017 August,Nevada,"Douglas County, NV",[Total],32
2017 August,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,10
2017 August,Nevada,"Elko County, NV",[Total],10
2017 August,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,28
2017 August,Nevada,"Washoe County, NV",[Total],28
2017 August,Nevada,[Total],[Total],982
2017 August,New Mexico,"Bernalillo County, NM",Casino/Card Club - Tribal Authorized Casino,29
2017 August,New Mexico,"Bernalillo County, NM",[Total],29
2017 August,New Mexico,"DoÃ±a Ana County, NM",Casino/Card Club - State Licensed Casino,2
2017 August,New Mexico,"DoÃ±a Ana County, NM",[Total],2
2017 August,New Mexico,[Total],[Total],31
2017 August,[Total],[Total],[Total],"1,514"
2017 September,Arizona,"Coconino County, AZ",Casino/Card Club - Tribal Authorized Casino,4
2017 September,Arizona,"Coconino County, AZ",[Total],4
2017 September,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,24
2017 September,Arizona,"Maricopa County, AZ",[Total],24
2017 September,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,11
2017 September,Arizona,"Pima County, AZ",[Total],11
2017 September,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,12
2017 September,Arizona,"Pinal County, AZ",[Total],12
2017 September,Arizona,[Total],[Total],51
2017 September,California,"Alameda County, CA",Casino/Card Club - Card Club,2
2017 September,California,"Alameda County, CA",[Total],2
2017 September,California,"Amador County, CA",Casino/Card Club - Tribal Authorized Casino,3
2017 September,California,"Amador County, CA",[Total],3
2017 September,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,9
2017 September,California,"Butte County, CA",[Total],9
2017 September,California,"Colusa County, CA",Casino/Card Club - Tribal Authorized Casino,1
2017 September,California,"Colusa County, CA",[Total],1
2017 September,California,"Contra Costa County, CA",Casino/Card Club - Card Club,6
2017 September,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,40
2017 September,California,"Contra Costa County, CA",[Total],46
2017 September,California,"Del Norte County, CA",Casino/Card Club - Tribal Authorized Casino,1
2017 September,California,"Del Norte County, CA",[Total],1
2017 September,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,6
2017 September,California,"El Dorado County, CA",[Total],6
2017 September,California,"Fresno County, CA",Casino/Card Club - Tribal Authorized Casino,1
2017 September,California,"Fresno County, CA",[Total],1
2017 September,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,8
2017 September,California,"Humboldt County, CA",[Total],8
2017 September,California,"Imperial County, CA",Casino/Card Club - Tribal Authorized Casino,2
2017 September,California,"Imperial County, CA",[Total],2
2017 September,California,"Kern County, CA",Casino/Card Club - Card Club,4
2017 September,California,"Kern County, CA",[Total],4
2017 September,California,"Kings County, CA",Casino/Card Club - Tribal Authorized Casino,4
2017 September,California,"Kings County, CA",[Total],4
2017 September,California,"Lake County, CA",Casino/Card Club - Tribal Authorized Casino,1
2017 September,California,"Lake County, CA",[Total],1
2017 September,California,"Los Angeles County, CA",Casino/Card Club - Card Club,102
2017 September,California,"Los Angeles County, CA",Casino/Card Club - Other Casino/Card Club,1
2017 September,California,"Los Angeles County, CA",[Total],103
2017 September,California,"Madera County, CA",Casino/Card Club - Tribal Authorized Casino,19
2017 September,California,"Madera County, CA",[Total],19
2017 September,California,"Mono County, CA",Casino/Card Club - Tribal Authorized Casino,1
2017 September,California,"Mono County, CA",[Total],1
2017 September,California,"Orange County, CA",Casino/Card Club - Card Club,1
2017 September,California,"Orange County, CA",[Total],1
2017 September,California,"Placer County, CA",Casino/Card Club - Tribal Authorized Casino,1
2017 September,California,"Placer County, CA",[Total],1
2017 September,California,"Riverside County, CA",Casino/Card Club - Card Club,2
2017 September,California,"Riverside County, CA",Casino/Card Club - Tribal Authorized Casino,36
2017 September,California,"Riverside County, CA",[Total],38
2017 September,California,"Sacramento County, CA",Casino/Card Club - Card Club,2
2017 September,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,10
2017 September,California,"Sacramento County, CA",[Total],12
2017 September,California,"San Bernardino County, CA",Casino/Card Club - Tribal Authorized Casino,54
2017 September,California,"San Bernardino County, CA",[Total],54
2017 September,California,"San Diego County, CA",Casino/Card Club - Card Club,8
2017 September,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,24
2017 September,California,"San Diego County, CA",Casino/Card Club - Tribal Authorized Casino,13
2017 September,California,"San Diego County, CA",[Total],45
2017 September,California,"San Joaquin County, CA",Casino/Card Club - Card Club,3
2017 September,California,"San Joaquin County, CA",[Total],3
2017 September,California,"San Mateo County, CA",Casino/Card Club - Card Club,7
2017 September,California,"San Mateo County, CA",Casino/Card Club - Other Casino/Card Club,1
2017 September,California,"San Mateo County, CA",[Total],8
2017 September,California,"Santa Barbara County, CA",Casino/Card Club - Tribal Authorized Casino,5
2017 September,California,"Santa Barbara County, CA",[Total],5
2017 September,California,"Santa Clara County, CA",Casino/Card Club - Card Club,14
2017 September,California,"Santa Clara County, CA",[Total],14
2017 September,California,"Shasta County, CA",Casino/Card Club - Tribal Authorized Casino,5
2017 September,California,"Shasta County, CA",[Total],5
2017 September,California,"Sonoma County, CA",Casino/Card Club - Card Club,1
2017 September,California,"Sonoma County, CA",Casino/Card Club - Tribal Authorized Casino,16
2017 September,California,"Sonoma County, CA",[Total],17
2017 September,California,"Tehama County, CA",Casino/Card Club - Tribal Authorized Casino,1
2017 September,California,"Tehama County, CA",[Total],1
2017 September,California,"Tulare County, CA",Casino/Card Club - Tribal Authorized Casino,12
2017 September,California,"Tulare County, CA",[Total],12
2017 September,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,3
2017 September,California,"Tuolumne County, CA",[Total],3
2017 September,California,"Ventura County, CA",Casino/Card Club - Card Club,4
2017 September,California,"Ventura County, CA",[Total],4
2017 September,California,"Yolo County, CA",Casino/Card Club - Tribal Authorized Casino,2
2017 September,California,"Yolo County, CA",[Total],2
2017 September,California,[Total],[Total],436
2017 September,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,15
2017 September,Colorado,"Gilpin County, CO",[Total],15
2017 September,Colorado,[Total],[Total],15
2017 September,Nevada,"Clark County, NV",Casino/Card Club - Other Casino/Card Club,1
2017 September,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,"1,115"
2017 September,Nevada,"Clark County, NV",[Total],"1,116"
2017 September,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,32
2017 September,Nevada,"Douglas County, NV",[Total],32
2017 September,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,8
2017 September,Nevada,"Elko County, NV",[Total],8
2017 September,Nevada,"Lyon County, NV",Casino/Card Club - State Licensed Casino,1
2017 September,Nevada,"Lyon County, NV",[Total],1
2017 September,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,25
2017 September,Nevada,"Washoe County, NV",[Total],25
2017 September,Nevada,[Total],[Total],"1,182"
2017 September,New Mexico,"Bernalillo County, NM",Casino/Card Club - Tribal Authorized Casino,17
2017 September,New Mexico,"Bernalillo County, NM",[Total],17
2017 September,New Mexico,"DoÃ±a Ana County, NM",Casino/Card Club - State Licensed Casino,3
2017 September,New Mexico,"DoÃ±a Ana County, NM",[Total],3
2017 September,New Mexico,"Otero County, NM",Casino/Card Club - Tribal Authorized Casino,1
2017 September,New Mexico,"Otero County, NM",[Total],1
2017 September,New Mexico,[Total],[Total],21
2017 September,[Total],[Total],[Total],"1,705"
2017 October,Arizona,"Coconino County, AZ",Casino/Card Club - Tribal Authorized Casino,1
2017 October,Arizona,"Coconino County, AZ",[Total],1
2017 October,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,18
2017 October,Arizona,"Maricopa County, AZ",[Total],18
2017 October,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,21
2017 October,Arizona,"Pima County, AZ",[Total],21
2017 October,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,6
2017 October,Arizona,"Pinal County, AZ",[Total],6
2017 October,Arizona,"Yuma County, AZ",Casino/Card Club - Tribal Authorized Casino,2
2017 October,Arizona,"Yuma County, AZ",[Total],2
2017 October,Arizona,[Total],[Total],48
2017 October,California,"Alameda County, CA",Casino/Card Club - Card Club,3
2017 October,California,"Alameda County, CA",[Total],3
2017 October,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,3
2017 October,California,"Butte County, CA",[Total],3
2017 October,California,"Contra Costa County, CA",Casino/Card Club - Card Club,9
2017 October,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,19
2017 October,California,"Contra Costa County, CA",[Total],28
2017 October,California,"Del Norte County, CA",Casino/Card Club - Tribal Authorized Casino,2
2017 October,California,"Del Norte County, CA",[Total],2
2017 October,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,10
2017 October,California,"El Dorado County, CA",[Total],10
2017 October,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,10
2017 October,California,"Humboldt County, CA",[Total],10
2017 October,California,"Kern County, CA",Casino/Card Club - Card Club,6
2017 October,California,"Kern County, CA",[Total],6
2017 October,California,"Kings County, CA",Casino/Card Club - Tribal Authorized Casino,1
2017 October,California,"Kings County, CA",[Total],1
2017 October,California,"Lassen County, CA",Casino/Card Club - Tribal Authorized Casino,9
2017 October,California,"Lassen County, CA",[Total],9
2017 October,California,"Los Angeles County, CA",Casino/Card Club - Card Club,116
2017 October,California,"Los Angeles County, CA",[Total],116
2017 October,California,"Madera County, CA",Casino/Card Club - Tribal Authorized Casino,13
2017 October,California,"Madera County, CA",[Total],13
2017 October,California,"Placer County, CA",Casino/Card Club - Tribal Authorized Casino,4
2017 October,California,"Placer County, CA",[Total],4
2017 October,California,"Riverside County, CA",Casino/Card Club - Tribal Authorized Casino,20
2017 October,California,"Riverside County, CA",[Total],20
2017 October,California,"Sacramento County, CA",Casino/Card Club - Card Club,6
2017 October,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,2
2017 October,California,"Sacramento County, CA",[Total],8
2017 October,California,"San Bernardino County, CA",Casino/Card Club - Tribal Authorized Casino,55
2017 October,California,"San Bernardino County, CA",[Total],55
2017 October,California,"San Diego County, CA",Casino/Card Club - Card Club,11
2017 October,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,31
2017 October,California,"San Diego County, CA",Casino/Card Club - Tribal Authorized Casino,21
2017 October,California,"San Diego County, CA",[Total],63
2017 October,California,"San Joaquin County, CA",Casino/Card Club - Card Club,1
2017 October,California,"San Joaquin County, CA",[Total],1
2017 October,California,"San Mateo County, CA",Casino/Card Club - Card Club,7
2017 October,California,"San Mateo County, CA",[Total],7
2017 October,California,"Santa Barbara County, CA",Casino/Card Club - Tribal Authorized Casino,3
2017 October,California,"Santa Barbara County, CA",[Total],3
2017 October,California,"Santa Clara County, CA",Casino/Card Club - Card Club,13
2017 October,California,"Santa Clara County, CA",[Total],13
2017 October,California,"Sonoma County, CA",Casino/Card Club - Tribal Authorized Casino,14
2017 October,California,"Sonoma County, CA",[Total],14
2017 October,California,"Stanislaus County, CA",Casino/Card Club - Card Club,1
2017 October,California,"Stanislaus County, CA",[Total],1
2017 October,California,"Tehama County, CA",Casino/Card Club - Tribal Authorized Casino,2
2017 October,California,"Tehama County, CA",[Total],2
2017 October,California,"Tulare County, CA",Casino/Card Club - Tribal Authorized Casino,16
2017 October,California,"Tulare County, CA",[Total],16
2017 October,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,2
2017 October,California,"Tuolumne County, CA",[Total],2
2017 October,California,"Ventura County, CA",Casino/Card Club - Card Club,9
2017 October,California,"Ventura County, CA",[Total],9
2017 October,California,"Yolo County, CA",Casino/Card Club - Tribal Authorized Casino,22
2017 October,California,"Yolo County, CA",[Total],22
2017 October,California,[Total],[Total],441
2017 October,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,12
2017 October,Colorado,"Gilpin County, CO",[Total],12
2017 October,Colorado,[Total],[Total],12
2017 October,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,"1,041"
2017 October,Nevada,"Clark County, NV",[Total],"1,041"
2017 October,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,25
2017 October,Nevada,"Douglas County, NV",Casino/Card Club - Tribal Authorized Casino,2
2017 October,Nevada,"Douglas County, NV",[Total],27
2017 October,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,7
2017 October,Nevada,"Elko County, NV",[Total],7
2017 October,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,36
2017 October,Nevada,"Washoe County, NV",[Total],36
2017 October,Nevada,[Total],[Total],"1,111"
2017 October,New Mexico,"Bernalillo County, NM",Casino/Card Club - Tribal Authorized Casino,27
2017 October,New Mexico,"Bernalillo County, NM",[Total],27
2017 October,New Mexico,[Total],[Total],27
2017 October,[Total],[Total],[Total],"1,639"
2017 November,Arizona,"Coconino County, AZ",Casino/Card Club - Tribal Authorized Casino,1
2017 November,Arizona,"Coconino County, AZ",[Total],1
2017 November,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,23
2017 November,Arizona,"Maricopa County, AZ",[Total],23
2017 November,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,6
2017 November,Arizona,"Pima County, AZ",[Total],6
2017 November,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,6
2017 November,Arizona,"Pinal County, AZ",[Total],6
2017 November,Arizona,[Total],[Total],36
2017 November,California,"Alameda County, CA",Casino/Card Club - Card Club,3
2017 November,California,"Alameda County, CA",[Total],3
2017 November,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,5
2017 November,California,"Butte County, CA",[Total],5
2017 November,California,"Contra Costa County, CA",Casino/Card Club - Card Club,9
2017 November,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,22
2017 November,California,"Contra Costa County, CA",[Total],31
2017 November,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,12
2017 November,California,"El Dorado County, CA",[Total],12
2017 November,California,"Fresno County, CA",Casino/Card Club - Card Club,1
2017 November,California,"Fresno County, CA",[Total],1
2017 November,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,8
2017 November,California,"Humboldt County, CA",[Total],8
2017 November,California,"Lake County, CA",Casino/Card Club - Tribal Authorized Casino,2
2017 November,California,"Lake County, CA",[Total],2
2017 November,California,"Lassen County, CA",Casino/Card Club - Tribal Authorized Casino,1
2017 November,California,"Lassen County, CA",[Total],1
2017 November,California,"Los Angeles County, CA",Casino/Card Club - Card Club,72
2017 November,California,"Los Angeles County, CA",[Total],72
2017 November,California,"Madera County, CA",Casino/Card Club - Tribal Authorized Casino,7
2017 November,California,"Madera County, CA",[Total],7
2017 November,California,"Monterey County, CA",Casino/Card Club - Card Club,2
2017 November,California,"Monterey County, CA",[Total],2
2017 November,California,"Placer County, CA",Casino/Card Club - Tribal Authorized Casino,3
2017 November,California,"Placer County, CA",[Total],3
2017 November,California,"Riverside County, CA",Casino/Card Club - Tribal Authorized Casino,68
2017 November,California,"Riverside County, CA",[Total],68
2017 November,California,"Sacramento County, CA",Casino/Card Club - Card Club,2
2017 November,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,3
2017 November,California,"Sacramento County, CA",[Total],5
2017 November,California,"San Bernardino County, CA",Casino/Card Club - Tribal Authorized Casino,34
2017 November,California,"San Bernardino County, CA",[Total],34
2017 November,California,"San Diego County, CA",Casino/Card Club - Card Club,3
2017 November,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,5
2017 November,California,"San Diego County, CA",Casino/Card Club - Tribal Authorized Casino,29
2017 November,California,"San Diego County, CA",[Total],37
2017 November,California,"San Joaquin County, CA",Casino/Card Club - Card Club,6
2017 November,California,"San Joaquin County, CA",[Total],6
2017 November,California,"San Mateo County, CA",Casino/Card Club - Card Club,11
2017 November,California,"San Mateo County, CA",[Total],11
2017 November,California,"Santa Barbara County, CA",Casino/Card Club - Tribal Authorized Casino,2
2017 November,California,"Santa Barbara County, CA",[Total],2
2017 November,California,"Santa Clara County, CA",Casino/Card Club - Card Club,14
2017 November,California,"Santa Clara County, CA",[Total],14
2017 November,California,"Shasta County, CA",Casino/Card Club - Tribal Authorized Casino,2
2017 November,California,"Shasta County, CA",[Total],2
2017 November,California,"Sonoma County, CA",Casino/Card Club - Card Club,2
2017 November,California,"Sonoma County, CA",Casino/Card Club - Tribal Authorized Casino,17
2017 November,California,"Sonoma County, CA",[Total],19
2017 November,California,"Tehama County, CA",Casino/Card Club - Tribal Authorized Casino,1
2017 November,California,"Tehama County, CA",[Total],1
2017 November,California,"Tulare County, CA",Casino/Card Club - Tribal Authorized Casino,17
2017 November,California,"Tulare County, CA",[Total],17
2017 November,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,6
2017 November,California,"Tuolumne County, CA",[Total],6
2017 November,California,"Ventura County, CA",Casino/Card Club - Card Club,8
2017 November,California,"Ventura County, CA",[Total],8
2017 November,California,"Yolo County, CA",Casino/Card Club - Tribal Authorized Casino,9
2017 November,California,"Yolo County, CA",[Total],9
2017 November,California,[Total],[Total],386
2017 November,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,17
2017 November,Colorado,"Gilpin County, CO",[Total],17
2017 November,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,2
2017 November,Colorado,"Teller County, CO",[Total],2
2017 November,Colorado,[Total],[Total],19
2017 November,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,830
2017 November,Nevada,"Clark County, NV",[Total],830
2017 November,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,18
2017 November,Nevada,"Douglas County, NV",Casino/Card Club - Tribal Authorized Casino,1
2017 November,Nevada,"Douglas County, NV",[Total],19
2017 November,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,6
2017 November,Nevada,"Elko County, NV",[Total],6
2017 November,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,24
2017 November,Nevada,"Washoe County, NV",[Total],24
2017 November,Nevada,[Total],[Total],879
2017 November,New Mexico,"Bernalillo County, NM",Casino/Card Club - Tribal Authorized Casino,24
2017 November,New Mexico,"Bernalillo County, NM",[Total],24
2017 November,New Mexico,"DoÃ±a Ana County, NM",Casino/Card Club - State Licensed Casino,3
2017 November,New Mexico,"DoÃ±a Ana County, NM",[Total],3
2017 November,New Mexico,"Rio Arriba County, NM",Casino/Card Club - Tribal Authorized Casino,3
2017 November,New Mexico,"Rio Arriba County, NM",[Total],3
2017 November,New Mexico,"San Juan County, NM",Casino/Card Club - Tribal Authorized Casino,3
2017 November,New Mexico,"San Juan County, NM",[Total],3
2017 November,New Mexico,"Sandoval County, NM",Casino/Card Club - Tribal Authorized Casino,1
2017 November,New Mexico,"Sandoval County, NM",[Total],1
2017 November,New Mexico,"Taos County, NM",Casino/Card Club - Tribal Authorized Casino,1
2017 November,New Mexico,"Taos County, NM",[Total],1
2017 November,New Mexico,[Total],[Total],35
2017 November,[Total],[Total],[Total],"1,355"
2017 December,Arizona,"Coconino County, AZ",Casino/Card Club - Tribal Authorized Casino,3
2017 December,Arizona,"Coconino County, AZ",[Total],3
2017 December,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,24
2017 December,Arizona,"Maricopa County, AZ",[Total],24
2017 December,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,9
2017 December,Arizona,"Pima County, AZ",[Total],9
2017 December,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,11
2017 December,Arizona,"Pinal County, AZ",[Total],11
2017 December,Arizona,"Yavapai County, AZ",Casino/Card Club - Tribal Authorized Casino,1
2017 December,Arizona,"Yavapai County, AZ",[Total],1
2017 December,Arizona,[Total],[Total],48
2017 December,California,"Alameda County, CA",Casino/Card Club - Card Club,4
2017 December,California,"Alameda County, CA",[Total],4
2017 December,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,16
2017 December,California,"Butte County, CA",[Total],16
2017 December,California,"Contra Costa County, CA",Casino/Card Club - Card Club,8
2017 December,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,43
2017 December,California,"Contra Costa County, CA",[Total],51
2017 December,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,1
2017 December,California,"El Dorado County, CA",[Total],1
2017 December,California,"Fresno County, CA",Casino/Card Club - Tribal Authorized Casino,1
2017 December,California,"Fresno County, CA",[Total],1
2017 December,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,13
